,name,ror_id
621,Avans University of Applied Sciences,015d5s513
622,Eurotransplant,00ph3nz62
623,Adelante,04f03nc30
624,Rijndam Revalidatiecentrum,04tsjk726
625,Max Planck Institute for Psycholinguistics,00671me87
626,Medtronic (Netherlands),02hmjce72
627,Sticares InterACT,00qp2dq07
628,MSD (Netherlands),05y28vr04
629,Johnson & Johnson (Netherlands),04vkhtf23
630,Advanced Lightweight Engineering (Netherlands),01dk0y732
631,Agendia (Netherlands),03txpx007
632,CSK Food Enrichment (Netherlands),00xbray82
633,Almende (Netherlands),05af63f35
634,Cisco Systems (Netherlands),0106nz743
635,Cross-Linked Enzyme Aggregates Technologies (Netherlands),05s49hg54
636,Demar Laser (Netherlands),05wy76019
637,Dyadic (Netherlands),023zgnb96
638,Ericsson (Netherlands),01h4rpv44
639,Frog AGV Systems (Netherlands),055fajc83
640,Fugro (Netherlands),054hq4w78
641,Holland Institute of Traffic Technology,01n8cxz90
642,HyGear (Netherlands),05pfyvd35
643,IBS Precision Engineering (Netherlands),059ddw530
644,Stichting Wetenschappelijk Onderzoek Verkeersveiligheid,053tsx367
645,IMIX Vision Support Systems (Netherlands),01c0de609
646,Louis Bolk Instituut,02kn8an38
647,Marine Information Service (Netherlands),03wr7bx86
648,KPN (Netherlands),01kzrk477
649,Nederlandse Gasunie (Netherlands),01r5d6p07
650,Micronit Microfluidics (Netherlands),02mtyfy02
651,Corbion (Netherlands),03d4ztk89
652,Naturalis Biodiversity Center,0566bfb96
653,Teamwork Technology (Netherlands),01kydft86
654,TomTom (Netherlands),04as6y835
655,Technolution (Netherlands),05d021z60
656,Xpand Biotechnology (Netherlands),04fywsz69
657,UbuntuNet Alliance for Research and Education Networking,01385bp05
658,European Federation of Food Science and Technology,03y0f7839
659,EGI Foundation,052jj4m32
660,Vereniging Samenwerkende Ouder- en Patiëntenorganisaties,05gt72306
661,USE2ACES (Netherlands),036nx0615
662,Europeana Foundation,036hkvc70
663,Galapagos (Netherlands),04e7m9p55
664,Andromed (Netherlands),03bsy3776
665,Heineken (Netherlands),04wvptk03
666,Kiadis Pharma (Netherlands),021q58r72
667,Cargill (Netherlands),040aqz944
668,Common Fund for Commodities,03xnf5k89
669,GGZ Rivierduinen,029cn2a76
670,Lentis,00t93jm73
671,Royal Holland Society of Sciences and Humanities,01ghar981
672,Bohn Stafleu van Loghum (Netherlands),05prsqx18
673,House of Representatives,00f6d9d53
674,Ziekenhuis Bernhoven,05b5x0e19
675,Islamic University of Rotterdam,02552gk22
676,International Financial Cryptography Association,01mbtgx32
677,Menasseh Ben Israel Institute,03120tz42
678,Oberon (Netherlands),02nn9qb77
679,Mimetas (Netherlands),00jz33f47
680,TropIQ Health Sciences,050xscb48
681,Abbott (Netherlands),0219f2672
682,Stichting Kinderoncologie Nederland,01zs6bp63
683,FF Pharma (Netherlands),0332rf080
684,Accare,02h4pw461
685,Senate,041agrq44
686,Scientific Council for Government Policy,054zz9x25
687,Gerrit Rietveld Academy,053jpjd80
688,Iselinge Hogeschool,047kqmy39
689,Genmab (Netherlands),01ajp8153
690,Hanze University of Applied Sciences,00xqtxw43
691,Tergooi,045nawc23
692,Haga Hospital,03q4p1y48
693,Altrecht GGZ,050jqep38
694,Atrium Medisch Centrum Parkstad,0367sye10
695,Ignatius Hospital,023r6xh67
696,IJsselland Ziekenhuis,03qh1f279
697,Rotterdam Eye Hospital,02hjc7j46
698,Maaslandziekenhuis,04cm78a24
699,Spaarne Ziekenhuis,0120mb525
700,St. Anna Ziekenhuis,04y89nz36
701,Wilhelmina Children's Hospital,05fqypv61
702,Sanquin,01fm2fv39
703,Eindhoven Cancer Registry,048rwjb21
704,Fontys University of Applied Sciences,01jwcme05
705,Stoas University of Applied Sciences,04x99xv31
706,Theological University,02x435584
707,AA Brediusstichting,01p369f26
708,KPC Group (Netherlands),03ef4eh86
709,Netherlands Graduate School of Linguistics,05dbptw67
710,Christelijke Scholengemeenschap Walcheren,02rdwwh89
711,African Studies Centre,00ma2r948
712,Netherlands Research School for Literary Studies,04mx1wt49
713,Ichthus College,039ryse59
714,Terra,01dn09e98
715,Museum Boerhaave,058nd7377
716,Archeologisch Diensten Centrum (Netherlands),045x7cm28
717,Internationale Vereniging voor Neerlandistiek,05p5fe205
718,Netherlands Institute for Catalysis Research,0567f1w19
719,ERA-NET Plant Genomics,055pf8065
720,Dutch Language Union,03gx28593
721,Regionale scholengemeenschap Goeree-Overflakkee,02z0ywx65
722,Polpharma Biologics (Netherlands),02h8kp866
723,National Museum of Antiquities,01079a392
724,Udens College,04ryr8437
725,University for Peace,002fzqp75
726,Combined Computer Services (Netherlands),02eq82485
727,Charles River Laboratories (Netherlands),01tasya06
728,European Medicines Agency,01z0wsw92
729,Refaja Ziekenhuis,04pw0tr28
730,Dutch Diabetes Research Foundation,04ch2g225
731,Netherlands organisation for international cooperation,04y716y05
732,South-South Exchange Programme for Research on the History of Development,03z1vf588
733,Netherlands eScience Center,00rbjv475
734,Hersenstichting,04y8met08
735,Podiceps (Netherlands),048fgvb33
736,Brain Innovation (Netherlands),03nbnyc28
737,Aircraft Development and Systems Engineering (Netherlands),03thqnc26
738,Flentrop Orgelbouw (Netherlands),04h71df97
739,Metrohm Autolab (Netherlands),00n9hrm35
740,Dutch Institute for Fundamental Energy Research,03w5dn804
741,FrieslandCampina (Netherlands),025mtxh67
742,Groenholland (Netherlands),01mmrtt85
743,IRC International Water and Sanitation Centre,02t84dn55
744,KOAC,02trhs052
745,SkyTeam,0466zcr09
746,Sphinx (Netherlands),05kxf7578
747,Mapper Lithography (Netherlands),035e3w906
748,Netherlands Youth Institute,01c3gx397
749,PalmSens (Netherlands),01c1hh988
750,Paques (Netherlands),041xceh77
751,Railinfratrust (Netherlands),058xhgv89
752,Polymark (Netherlands),044vb6b87
753,Stichting AlmereGrid,04ag0vk97
754,Dutch Institute for Advanced Logistics,00522p687
755,Green IT Amsterdam,04vp8rw50
756,SecurityMatters (Netherlands),034hr8t11
757,Stichting Lettinga Associates,05y7nb940
758,STM Association,04d5w6769
759,Stirling Cryogenics (Netherlands),030raqa76
760,Unisign (Netherlands),04adde783
761,Xenikos (Netherlands),021820f58
762,Brainclinics,00q8tg479
763,Instituut Verbeeten,02ymhq538
764,Havenziekenhuis Rotterdam,0240vc720
765,Revant (Netherlands),01azwtt17
766,Waterlandziekenhuis,02pfr9428
767,Baxter (Netherlands),05d088546
768,Enviu (Netherlands),01kntxs33
769,Kempenhaeghe,03bbe8e53
770,Wavin (Netherlands),01na6q190
771,Koninklijke Nederlandse Maatschappij voor Diergeneeskunde,006rga838
772,Lisa Waller Hayes Foundation,015fvc051
773,Dutch Blood Transfusion Society,00kan3777
774,Netherlands Leprosy Relief,03fzdex20
775,Foundation KiKa,05gxzef39
776,Stichting ParkinsonFonds,04550kp61
777,Stichting Coolsingel,0294che38
778,Albemarle (Netherlands),045cwqd08
779,AGCO (Netherlands),021wep716
780,Quadient (Netherlands),01vxsq455
781,Kuiper Medical Instruments (Netherlands),02eyspm09
782,Van Vliet Medical Supply,04gbm5d64
783,PerkinElmer (Netherlands),03e2hk535
784,Twente Medical Systems International (Netherlands),02pa5jt63
785,AbbVie (Netherlands),01qa0ew63
786,Raytheon Technologies (Netherlands),04m96pa44
787,Fresenius Kabi (Netherlands),030yesb42
788,Cicero Zorggroep,048rt2d32
789,Darwin Center for Biogeosciences,04ts2h794
790,Dutch Dairymen Board,05ref2x71
791,Northern Netherlands Provinces alliance,03s13vb04
792,Startup Foundation,05s31v772
793,AM–Pharma (Netherlands),02bpbnv34
794,Aveleijn,03krr1g45
795,De Viersprong,048jnwk41
796,Winclove Probiotics (Netherlands),02c0pn910
797,War Child,01tq9ra93
798,Allergan (Netherlands),020j24g35
799,Galactosemie Vereniging Nederland,00c6acq81
800,Nederlandse Internisten Vereniging,03sk8zw22
801,Nederlandse Vereniging voor Radiologie,0480n9h26
802,Ild Care Foundation,05359f550
803,Nationale Intensive Care Evaluatie Stichting,022p9j404
804,Cromsource (Netherlands),0181jsv49
805,Centrum Verslavings Onderzoek,041a6v281
806,Cyclotron (Netherlands),03kk4nz80
807,Arkin,0491zfs73
808,CameraPil (Netherlands),02x67gd16
809,Virenze,00r83s510
810,Apotheek Haagse Ziekenhuizen,003n39s44
811,Diapriva,032vv2x86
812,Alexander Monro Ziekenhuis,014ef6110
813,Ciro,03b8ydc26
814,CityLab010,01qyj4j90
815,B. Braun (Netherlands),03nx7mw09
816,European Rhinologic Society,00sbfzz78
817,Nederlandse Vereniging van Podotherapeuten,028248q44
818,Stichting FORCE,00c9v5g25
819,GGD Zeeland,042s2nd27
820,GGz Breburg,02b9h9j24
821,GGZ Delfland,04c0z9s56
822,Kijvelanden,05g52s684
823,CR2O,01x4thh14
824,Gouverneur Kremers Centrum,0204aj955
825,Medicines Evaluation Board,05mv4rb84
826,G.Ph. Verhagen-Stichting,04dhf0316
827,Gadeta (Netherlands),03qjsg132
828,OHRA,0015kmr33
829,Conrisq Groep,03vkbjy63
830,Mammoet (Netherlands),047qv2c31
831,Heliomare,05mm8r061
832,Orthopedie Groot Eindhoven,03x67yw88
833,Kennisinstituut Bier,033zx3z52
834,National Initiative Brain & Cognition,0460chp58
835,Maurits en Anna de Kock Stichting,04v6y1533
836,MeanderGroep Zuid-Limburg,04ctmwv54
837,Stichting OFOM,03meq3766
838,Oogvereniging,034nhtc63
839,Nea International (Netherlands),03b7e6556
840,Mediant Geestelijke Gezondheidszorg,057a13j38
841,Koninklijke Nederlandse Klim- en Bergsport Vereniging,048qt5n54
842,Mosadex CV (Netherlands),039jjgf18
843,Medspray (Netherlands),02ndam774
844,Nederlandse Vereniging voor Acupunctuur,02v1bhf02
845,Nederlandse Vereniging voor Reumatologie,04cjq4e24
846,Menzis (Netherlands),010vx8x83
847,Innofeet,01wjwqr61
848,Metakids,028jnma48
849,NIM Maatschappelijk Werk,043e6bd18
850,Instituut voor Positieve Psychologie,01scra789
851,Treant Zorggroep,01tm5k604
852,Postmaster Psychologie Opleidingen,03naar428
853,Nederlandse Ski Vereniging,015nq5b13
854,Score (Netherlands),055vbz424
855,Jaap Schouten Foundation,03vzats23
856,Centrum Aquamarijn,04byjbp28
857,Stichting Bio Kinderrevalidatie,03b60ep93
858,Lange Land Ziekenhuis,01w48gk31
859,Star Medisch Diagnostisch Centrum,04jfsvb44
860,"Roessingh, Centrum voor Revalidatie",03k261948
861,Achmea (Netherlands),00gqmky69
862,TKI Agri & Food,036br4307
863,Vereniging EMDR,02etw4c89
864,Nieuwegein Fonds,017cm0005
865,Vereniging van Groothandelaren in Bloemkwekerijprodukten,05n521861
866,Vision2Health (Netherlands),04jddfp89
867,U-center,03791x537
868,Welzijnservices (Netherlands),01nxgy670
869,Pactive Motion,05cygvk74
870,Stichting Oogfonds Nederland,00x6ysg61
871,WoonZorgcentra Haaglanden,00tbgre39
872,ZorgKeuzeLab,04chanh47
873,Zorg in Ontwikkeling,03vn3r884
874,de Posten,04phw6a61
875,Vrienden van Heideheuvel,00xs43h36
876,Zorg voor innoveren,00d7qnf81
877,Stichting Zorgdraad,00v3fhy84
878,Andros Mannenkliniek,03xhpsm17
879,Boston Scientific (Netherlands),021bvd011
880,ALS Centrum Nederland,014hhbt69
881,KCI (Netherlands),01jm7yc11
882,IrisZorg,01e542834
883,Interuniversity Center for Educational Research,01n4hxm67
884,Quality Assurance Netherlands Universities,03t7mrd69
885,Institute for Environmental Security,00vaeh811
886,International Institute for the Urban Environment,00qmy0x85
887,Dutch Fish Marketing Board,018y30a94
888,Masquelier’s (Netherlands),02xzsz056
889,University of Groningen,012p63287
890,Maastricht University,02jz4aj89
891,Wise & Munro Learning Research,04zsytt76
892,NXP (Netherlands),059be4e97
893,Unilever (Netherlands),02436cs38
894,Amsterdam UMC Location VUmc,00q6h8f30
895,Maritime Research Institute Netherlands,01fkbmk11
896,Trans-European Research and Education Networking Association,01rjk0n25
897,AstroTec Holding (Netherlands),016kjnf22
898,Ahold Delhaize (Netherlands),01v6p2g18
899,Sensata Technologies (Netherlands),05psg6c12
900,Springer Nature (Netherlands),01ebjwm20
901,Teijin (Netherlands),007yv1g81
902,The Global Alliance for LGBT Education,01f0eaw14
903,Climate Centre,028x4en59
904,Dutch Foundation for Literature,01xzsbn64
905,European Public Health Association,05dxne691
906,College voor de Rechten van de Mens,03kfjwh70
907,European College of Neuropsychopharmacology,05btws897
908,World Cancer Research Fund Netherlands,017fdbp82
909,Max Planck University of Twente Center for Complex Fluid Dynamics,02n9d1732
910,Arcadis (Netherlands),03hqjqp33
911,Bronkhorst (Netherlands),01jzyr789
912,International Step by Step Association,01ze2qb65
913,Huisarts en Wetenschap,01rqyfs68
914,Norgine (Netherlands),02vt89g81
915,Willem-Alexander Kinderziekenhuis,02xmm1048
916,John Benjamins Publishing Company (Netherlands),00z29pe13
917,Fontem Ventures (Netherlands),02qpxnp21
918,Protix (Netherlands),036j21948
919,Hague Institute of Private International and Foreign Law,05r4c6c72
920,Averis Seeds (Netherlands),011v4dm73
921,Cergentis (Netherlands),01ycfd220
922,Signify (Netherlands),0532vdr17
923,Transparency Lab (Netherlands),00xk3qa12
924,"Netherlands Graduate Research School of Science, Technology and Modern Culture",025fr4535
925,Bureau Waardenburg (Netherlands),020853v42
926,B-Ware (Netherlands),01p55fp87
927,LinXis Biopharmaceuticals (Netherlands),02077tq87
928,HE Space (Netherlands),04mgk5851
929,Legal Pathways,03dc5r714
930,NanoPHAB (Netherlands),033zsb510
931,SyMO-Chem (Netherlands),03em0vf53
932,General Practitioners Research Institute,00qtxjg46
933,Health & Safety in Sports,05m962h09
934,GGD Amsterdam,04gbbq803
935,European Tropical Forest Research Network,04beyjz13
936,GGZ Friesland,03c0kv729
937,European Hematology Association,05hk0hn26
938,Helen Dowling Instituut,059jkdx17
939,Wikimedia Nederland,046crbt05
940,Boschman Technologies (Netherlands),01wpvrw40
941,PNO Consultants (Netherlands),051yxm544
942,Access to Medicine Index,00msak069
943,Batavia Biosciences (Netherlands),02rqp9j27
944,Access to Nutrition Foundation,01mdbny50
945,Aidsfonds,00j04c011
946,Reading & Writing Foundation,05qssq044
947,Rutgers Sexual and Reproductive Health and Rights,00rcvgx40
948,BioMarin (Netherlands),007y18z84
949,BASilar artery International Cooperation Study,014dvgf17
950,HAL Allergy (Netherlands),04bksfs41
951,Enceladus Pharmaceuticals (Netherlands),05h13e956
952,Khondrion (Netherlands),02a1g6f69
953,Mundipharma (Netherlands),02jacnm89
954,Neurophyxia (Netherlands),019fz9b71
955,Parnassia Groep,002wh3v03
956,Takeda (Netherlands),00ycncb81
957,Roche (Netherlands),01gcg9888
958,UniQure (Netherlands),02jyvnx70
959,Zuyd University of Applied Sciences,02m6k0m40
960,Groene Hart Ziekenhuis,0582y1e41
961,Public Health Service of Amsterdam,042jn4x95
962,Ziekenhuis Bethesda,02hvsf428
963,Juliana Kinderziekenhuis,047b5av97
964,Medisch Centrum Leeuwarden,0283nw634
965,Rijnland Ziekenhuis,05vc4qy60
966,St. Antonius Ziekenhuis,01jvpb595
967,Trimbos Institute,02amggm23
968,Slotervaartziekenhuis,01w502745
969,Maasstad Ziekenhuis,01n0rnc91
970,Elisabeth-TweeSteden Ziekenhuis,04gpfvy81
971,Martini Ziekenhuis,017b69w10
972,VieCuri Medisch Centrum,02kjpb485
973,Zuyderland Medisch Centrum,03bfc4534
974,Philips (Netherlands),02p2bgp27
975,Netherlands Institute of Ecology,01g25jp36
976,Dutch College of General Practitioners,04x1grb60
977,HZ University of Applied Sciences,047cqa323
978,University of Applied Sciences Leiden,0093src13
979,Graduate School Experimental Plant Sciences,00dztkz65
980,Onderzoekschool Ethiek,05wx5rz20
981,Research School for Medieval Studies,03bkq6a07
982,Cosine (Netherlands),03qekm213
983,Amsterdam Institute for Global Health and Development,037n2rm85
984,Dunea,00ts92g58
985,Dutch Techcentre for Life Sciences,055d8gs64
986,Archol (Netherlands),015xhag49
987,Royal Netherlands Institute of Southeast Asian and Caribbean Studies,01bdv4312
988,Koninklijke Landmacht,02h83nc26
989,Koninklijke Scholengemeenschap,027hreq63
990,Expertisecentrum Nederlands,03tqe0950
991,Netherlands Institute for Art History,049p9kt19
992,Stichting voor Christelijke Filosofie,045h1za13
993,Cancer Genomics Centre,02y9qjz38
994,Van Lodenstein College,02dnd4c36
995,Netherlands School of Public Administration,033958n71
996,Hague Institute for Global Justice,0363anr51
997,Netherlands Architecture Institute,01r376258
998,BioDetection Systems (Netherlands),05396f476
999,Joint Implementation Network,044awgt66
1000,NuGO,0174sz637
1001,Hartstichting,05nxhgm70
1002,Netherlands Space Office,01vb6q136
1003,Fonds NutsOhra,04ev7sy32
1004,European & Developing Countries Clinical Trials Partnership,031jv9v19
1005,Stichting Astma Bestrijding,02cwr7s69
1006,Dutch Dairy Association,01n54ck79
1007,Reumafonds,05dr3r825
1008,Government of Netherlands,045vgz384
1009,Hubrecht Institute for Developmental Biology and Stem Cell Research,023qc4a07
1010,Centraal Bureau voor de Statistiek,0408v4c28
1011,Ricardo AEA (Netherlands),00862c839
1012,DAF Trucks (Netherlands),02ebcws13
1013,Colibri (Netherlands),01k6bda33
1014,BMT Group (Netherlands),01fr3an09
1015,Hauzer (Netherlands),03j7xe433
1016,Hybrid Catalysis (Netherlands),02kgzq677
1017,European Centre for Nature Conservation,0315hq159
1018,European Forum of Farm Animal Breeders,03s3e7380
1019,DuPont (Netherlands),00we3bs91
1020,Genias Benelux (Netherlands),01xbt9y54
1021,Exact Dynamics (Netherlands),02c2zwv68
1022,Liander (Netherlands),011asxc61
1023,Nokia (Netherlands),01resg468
1024,Malsch TechnoValuation,00eyn9595
1025,Netherlands Institute for Radio Astronomy,000k1q888
1026,Lagerwey Wind (Netherlands),02t75hb67
1027,Mitsubishi Electric (Netherlands),04kf71z43
1028,Mobycon,00780ev46
1029,Netherlands Institute for Sound and Vision,025ae8628
1030,Canon (Netherlands),03nvvdm73
1031,Syngenta (Netherlands),00hzxcy85
1032,SKF (Netherlands),01y13ze91
1033,Sparqle International (Netherlands),01dn4kx94
1034,Xsens (Netherlands),0190g0e24
1035,European Journalism Centre,045791j63
1036,Imec the Netherlands,01ezq2j76
1037,Association of European Research Libraries,05emsba88
1038,Alzheimer Nederland,03cw2h814
1039,Alloksys (Netherlands),031jky447
1040,ProQR Therapeutics (Netherlands),012q11j28
1041,Almex (Netherlands),00dnz3441
1042,Henkel (Netherlands),03ct7hd51
1043,AcQ Inducom,0085yms62
1044,ASM International (Netherlands),002yxfz10
1045,Artez and Innovatie,00ntmke92
1046,Nyrstar Budel (Netherlands),000cgzf80
1047,Aquamarijn (Netherlands),0570x4g13
1048,Van Wees (Netherlands),00kqt1k28
1049,Centre for Concepts in Mechatronics,027f3vp75
1050,Controle & Inspectie Bureau Brouwer (Netherlands),00y7e0f48
1051,Conoship International (Netherlands),04r9xv549
1052,Damen Shipyards Group (Netherlands),013trv503
1053,DCMR Milieudienst Rijnmond,024nbjg39
1054,Codrico (Netherlands),0461v4y70
1055,DEMO Consultants,00xbe3815
1056,Dura Vermeer (Netherlands),0139cja35
1057,Formatec Technical Ceramics (Netherlands),03ee26z15
1058,IBM (Netherlands),055yb9v95
1059,Topigs Norsvin (Netherlands),02n5mme38
1060,International Council for Research and Innovation in Building and Construction,003bfq559
1061,Innovative Solution In Space (Netherlands),03wbpr740
1062,Agrico (Netherlands),02hs8rd37
1063,MetaSensing (Netherlands),034taa614
1064,MRC Holland (Netherlands),02wcat891
1065,EduHintOVD (Netherlands),03gfza185
1066,PricewaterhouseCoopers (Netherlands),031601h81
1067,Pervatech (Netherlands),01fmzkf37
1068,Recore Systems (Netherlands),008am1c32
1069,Netherlands Environmental Assessment Agency,052x1hs80
1070,Scientific Computing & Modelling (Netherlands),025tsch51
1071,Seafarm (Netherlands),007pfmx21
1072,Centrum voor Landbouw en Milieu,017d8cr03
1073,University of Applied Sciences Utrecht,028z9kw20
1074,Materials innovation institute,00fyemf28
1075,Vilans,00c8emq34
1076,Stichting Technisch Centrum vd Keramische Industrie,02jybwh86
1077,Netherlands Organisation for Health Research and Development,01yaj9a77
1078,Van Swinden Laboratorium,05ap1vt50
1079,W/E Consultants,05f7acz87
1080,Vermaat Technics (Netherlands),02td2bv47
1081,X Flow (Netherlands),02evz6a53
1082,Libra Revalidatie & Audiologie,04nae0247
1083,Medicort Sports & Orthopedic Care,01mj4k378
1084,Tandartspraktijk Bocht Oosterdiep,02kqzrt08
1085,Franciscus Vlietland,05exe6d14
1086,Ziekenhuis Amstelland,05e73v668
1087,Amgen (Netherlands),05hqtjm11
1088,Bernard van Leer Foundation,03a9s6161
1089,EuroQol Research Foundation,01mrvqn21
1090,Prysmian Group (Netherlands),035vrvw61
1091,Maire Tecnimont (Netherlands),04cv1dy58
1092,Landsteiner Foundation for Blood Transfusion Research,05emg8z25
1093,Ministry of Foreign Affairs,03rx2ty86
1094,Stichting Sem Presser Archief,02f5r3008
1095,Combined Ophthalmic Research Rotterdam,03cfd9m08
1096,Robert Bosch (Netherlands),057aydj06
1097,Ferring Pharmaceuticals (Netherlands),03spzq317
1098,Environmental Research Instruments,051m3n143
1099,Medical Technology Transfer (Netherlands),050jk8g19
1100,Vinitex Laboratory Systems (Netherlands),00h4bvr24
1101,Chevron (Netherlands),053k40h13
1102,Duchenne Parent Project,01rvxw146
1103,Nederlandse Cystic Fibrosis Stichting,00r7myp66
1104,Vanderes Foundation,016p3p817
1105,Biobanking and BioMolecular resources Research Infrastructure The Netherlands,0003kpv33
1106,Kennisnet,05frzy624
1107,Next Generation Infrastructures,008cqbc52
1108,Dioraphte Foundation,036f91331
1109,Dr. F.P. Fischer-Stichting (Netherlands),000zsjk11
1110,Bergman Clinics,00z1c3x88
1111,Stichting Wetenschappelijk Onderzoek het Oogziekenhuis,02kctrc72
1112,Netherlands Center for Occupational Diseases,00jtnvh80
1113,Ergotherapie Nederland,01aq0vw42
1114,European Society for Hyperthermic Oncology,00m7jsz42
1115,Continentie Stichting Nederland,002jbbs61
1116,Eat2Move,05ea7a262
1117,CED Groep,03rmatq71
1118,D.H. Heijne Stichting,0452c3x52
1119,Reach-Aut Academic Centre for Autism,02tgb3473
1120,De Friesland Zorgverzekeraar (Netherlands),01xhgcw67
1121,Arteg (Netherlands),04r5kab60
1122,Deltaplan dementia,013k8vr26
1123,Centraal Ziekenfonds (Netherlands),01523c327
1124,Alan Turing Institute Almere,008a4xs91
1125,Endourological Society,037xna783
1126,Amstelland Fysiotherapie,01zacdj41
1127,Evalan (Netherlands),048bjga67
1128,Dutch Healthcare Authority,02bc7xp68
1129,Trombosestichting Nederland,02py32171
1130,FluxPlus (Netherlands),00yvav781
1131,BIRR (Netherlands),01ks64q75
1132,Foundation Centrum '45,01cwg1p04
1133,Fonds de Gavere,02fyhvd52
1134,Fonds Verstandelijk Gehandicapten,056v13058
1135,GGZ Noord-Holland-Noord,00b3xjw51
1136,Go4children,0492chx91
1137,Fysio Schambergen,042xwgm79
1138,JKF Kinderfonds,05crnp253
1139,Comon Foundation,03g10x105
1140,Condite,04xg9g962
1141,Knowledge Centre for Sport Netherlands,02pd5tw33
1142,GGD Haaglanden,007b8s847
1143,Heelkunde Friesland (Netherlands),04eqf2x52
1144,Kenter Jeugdhulp,05321n235
1145,Mathys (Netherlands),00vj56071
1146,Taskforce for Applied Research,03r6vqn56
1147,National Foundation for the Elderly,04fb0r664
1148,Nationaal Fonds Geestelijke Volksgezondheid,03fq9xt66
1149,Kliniek ViaSana,02258bk69
1150,Ophtec (Netherlands),02tj1ha51
1151,Huis voor de Zorg,02a1s0g57
1152,Brocacef Groep (Netherlands),04ph6g561
1153,Nederlandse Obesitas Kliniek,04e53cd15
1154,Visio,043nwx769
1155,Nederlandse Vereniging voor Anesthesiologie,02ykn5012
1156,Mentaal Beter,00g49cs57
1157,Nederlandse Vereniging voor Kindergeneeskunde,01bsyz889
1158,KSYOS TeleMedical Centre,059gs6g36
1159,Nemo Healthcare (Netherlands),04dz2w781
1160,Innospense (Netherlands),02crgsc42
1161,Metrisquare (Netherlands),00pfepj55
1162,Dutch Expert Centre for Screening,02braec51
1163,InnoSportLab,00qxws716
1164,Gemeente Leiden,04g1f3s05
1165,Mondriaan GGZ,04gk6ks26
1166,Pluryn,04htftw90
1167,Stichting Stimuleringsfonds Rouw,020sarg10
1168,Interpolis (Netherlands),04vz2j713
1169,"Nationale vereniging voor LUPUS, APS, Sclerodermie en MCTD",00yzykq08
1170,OCON Orthopedische kliniek,05h6np937
1171,Jan Kornelis de Cock Stichting,00qfb4074
1172,SIDN Fonds,05cej7184
1173,Roessingh Concern,02nmj4h80
1174,Stichting Apotheek der Haarlemse Ziekenhuizen,04v5fn795
1175,Nationaal MS Fonds,03za4at61
1176,Revalidatie Nederland,01erpqc93
1177,Revant medisch specialistische revalidatie,036qh7831
1178,Stichting Vooruit,04jxcha86
1179,Roparun Foundation,05j0e3q89
1180,Florence (Netherlands),021qg3d64
1181,Rotterdamse Fondsen,059y3xg14
1182,Stichting Westelijke Tuinsteden,00wtffy45
1183,'s Heeren Loo,05mf3wf75
1184,Uitvoeringsinstituut Werknemersverzekeringen,03ghw7z04
1185,IZZ Zorgverzekering,05g6kcv24
1186,Stichting Kinderen en Kansen,03cev2h16
1187,Lygature,02vtk3a57
1188,Lyvore,036187n68
1189,VDL Groep (Netherlands),01gy2bm93
1190,TKI Treco,054zktz40
1191,Defence Against Cancer Foundation,03deszr39
1192,Vion Food Group (Netherlands),04wfwab40
1193,VitalinQ,00rybq012
1194,Stichting Panta Rhei,00remyc86
1195,IJsselheem,03ytsc046
1196,Vivisol (Netherlands),00cdpwj98
1197,Zambon (Netherlands),03m1gem82
1198,Novamedia (Netherlands),014epsm02
1199,Zorggroep Solis,05m0fyt06
1200,Vrienden WKZ,024gr4122
1201,Dokter Bosman,04swy5694
1202,Bouman GGZ,018hhzz02
1203,Interuniversity Graduate School of Psychometrics and Sociometrics,02j3yct66
1204,DWA (Netherlands),04d42nn29
1205,Institute for European Energy and Climate Policy,00j210205
1206,Institute for Programming research and Algorithmics,04jxbkz90
1207,Nederlands Instituut voor Lastechniek,04132ev69
1208,New Energy Coalition,03rtrf513
1209,Radiocommunications Agency,00jmt8d06
1210,Wageningen University & Research,04qw24q55
1211,Utrecht University,04pp8hn57
1212,University of Twente,006hf6230
1213,Leiden University Medical Center,05xvt9f17
1214,Royal Netherlands Institute for Sea Research,01gntjh03
1215,Tilburg University,04b8v1s79
1216,Nuclear Research and Consultancy Group,034b4g685
1217,Saxion University of Applied Sciences,005t9n460
1218,European Association for Biometrics,03aeskr81
1219,Stichting Hester,01sy7jy68
1220,Dutch Institute for Alcohol Policy,05bpzf670
1221,Teylers Museum,01f0ym620
1222,The Hague Centre for Strategic Studies,05ttdrn83
1223,European Network of Guardianship Institutions,01zsng323
1224,Lorentz Center,00d503m77
1225,Astronomisch Fysisch Onderzoek Nederland,03h837345
1226,SNV Netherlands Development Organisation,01a4v4q66
1227,Forest Peoples Programme,058c5e806
1228,Qiagen (Netherlands),02qyqxk84
1229,Kowsar Medical (Netherlands),05nwd8d95
1230,Janssen (Netherlands),04cxegr21
1231,Frutarom (Netherlands),01cj13d80
1232,European Lead Factory,02gxafv90
1233,Enza Zaden (Netherlands),05wjcp323
1234,GBS Leiden,01h527v58
1235,Interuniversity Center for Social Science Theory and Methodology,005rems48
1236,Bravis Ziekenhuis,05564wx43
1237,Transnational University Limburg,05f0rzm15
1238,Eurocarbon (Netherlands),02jx61y97
1239,Hydrion (Netherlands),02hrvn918
1240,Amalia Kinderziekenhuis,024pk8k39
1241,Christian University of Applied Sciences,04tj5wz42
1242,Ministry of Defence,0079deh61
1243,Syngaschem (Netherlands),03r0qcr69
