,name,types,country,aliases,addresses,email_address,ror_id
222,Turing Foundation,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.364725, 'lng': 4.894232, 'state': None, 'state_code': None, 'city': 'Amsterdam', 'geonames_city': {'id': 2759794, 'city': 'Amsterdam', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Amsterdam', 'id': 2759793, 'ascii_name': 'Gemeente Amsterdam', 'code': 'NL.07.0363'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Groot-Amsterdam', 'code': 'NL326'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,02bq4xp81
223,Stichting Nationaal Fonds Het Gehandicapte Kind,['Nonprofit'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.101275, 'lng': 4.270706, 'state': None, 'state_code': None, 'city': 'The Hague', 'geonames_city': {'id': 2747373, 'city': 'The Hague', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Den Haag', 'id': 2747372, 'ascii_name': 'Gemeente Den Haag', 'code': 'NL.11.0518'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04q3h7t52
224,Univé (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.99252, 'lng': 6.560964, 'state': None, 'state_code': None, 'city': 'Assen', 'geonames_city': {'id': 2759633, 'city': 'Assen', 'geonames_admin1': {'name': 'Drenthe', 'id': 2756631, 'ascii_name': 'Drenthe', 'code': 'NL.01'}, 'geonames_admin2': {'name': 'Gemeente Assen', 'id': 2759632, 'ascii_name': 'Gemeente Assen', 'code': 'NL.01.0106'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'NOORD-NEDERLAND', 'code': 'NL1'}, 'nuts_level2': {'name': 'Drenthe', 'code': 'NL13'}, 'nuts_level3': {'name': 'Noord-Drenthe', 'code': 'NL131'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04yv75396
225,Landsteiner Instituut,['Facility'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.020155, 'lng': 4.702634, 'state': None, 'state_code': None, 'city': 'Gouda', 'geonames_city': {'id': 2755420, 'city': 'Gouda', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Gouda', 'id': 2755419, 'ascii_name': 'Gemeente Gouda', 'code': 'NL.11.0513'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Oost-Zuid-Holland', 'code': 'NL338'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01a0jnf88
226,Stichting Rehabilitatie ‘92,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.095113, 'lng': 5.136441, 'state': None, 'state_code': None, 'city': 'Utrecht', 'geonames_city': {'id': 2745912, 'city': 'Utrecht', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Utrecht', 'id': 2745911, 'ascii_name': 'Gemeente Utrecht', 'code': 'NL.09.0344'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,0356ywp11
227,Verslavingszorg Noord Nederland,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 53.2015611, 'lng': 6.5816427, 'state': None, 'state_code': None, 'city': 'Groningen', 'geonames_city': {'id': 2755251, 'city': 'Groningen', 'geonames_admin1': {'name': 'Groningen', 'id': 2755249, 'ascii_name': 'Groningen', 'code': 'NL.04'}, 'geonames_admin2': {'name': 'Gemeente Groningen', 'id': 2755250, 'ascii_name': 'Gemeente Groningen', 'code': 'NL.04.0014'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'NOORD-NEDERLAND', 'code': 'NL1'}, 'nuts_level2': {'name': 'Groningen', 'code': 'NL11'}, 'nuts_level3': {'name': 'Overig Groningen', 'code': 'NL113'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,0564c7p76
228,Middelbaar Beroeps Onderwijs,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Vocational Education and Training (VET)'],"[{'lat': 52.0870018, 'lng': 4.8827048, 'state': None, 'state_code': None, 'city': 'Woerden', 'geonames_city': {'id': 2744248, 'city': 'Woerden', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Woerden', 'id': 2744247, 'ascii_name': 'Gemeente Woerden', 'code': 'NL.09.0632'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,004pfc251
229,Zorggroep Kans,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 51.981965, 'lng': 5.906937, 'state': None, 'state_code': None, 'city': 'Arnhem', 'geonames_city': {'id': 2759661, 'city': 'Arnhem', 'geonames_admin1': {'name': 'Gelderland', 'id': 2755634, 'ascii_name': 'Gelderland', 'code': 'NL.03'}, 'geonames_admin2': {'name': 'Gemeente Arnhem', 'id': 2759660, 'ascii_name': 'Gemeente Arnhem', 'code': 'NL.03.0202'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Gelderland', 'code': 'NL22'}, 'nuts_level3': {'name': 'Arnhem/Nijmegen', 'code': 'NL226'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04gpeah71
230,Zorggroep Meander,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 50.864966, 'lng': 6.065251, 'state': None, 'state_code': None, 'city': 'Kerkrade', 'geonames_city': {'id': 2752923, 'city': 'Kerkrade', 'geonames_admin1': {'name': 'Limburg', 'id': 2751596, 'ascii_name': 'Limburg', 'code': 'NL.05'}, 'geonames_admin2': {'name': 'Gemeente Kerkrade', 'id': 2752922, 'ascii_name': 'Gemeente Kerkrade', 'code': 'NL.05.0928'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'ZUID-NEDERLAND', 'code': 'NL4'}, 'nuts_level2': {'name': 'Limburg (NL)', 'code': 'NL42'}, 'nuts_level3': {'name': 'Zuid-Limburg', 'code': 'NL423'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,00vtp3850
231,Zorggroep Sint Maarten,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.393859, 'lng': 7.005801, 'state': None, 'state_code': None, 'city': 'Oldenzaal', 'geonames_city': {'id': 2749644, 'city': 'Oldenzaal', 'geonames_admin1': {'name': 'Overijssel', 'id': 2748838, 'ascii_name': 'Overijssel', 'code': 'NL.15'}, 'geonames_admin2': {'name': 'Gemeente Oldenzaal', 'id': 2749643, 'ascii_name': 'Gemeente Oldenzaal', 'code': 'NL.15.0173'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Overijssel', 'code': 'NL21'}, 'nuts_level3': {'name': 'Twente', 'code': 'NL213'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,0320z2q35
232,Cardialysis (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 51.917539, 'lng': 4.477095, 'state': None, 'state_code': None, 'city': 'Rotterdam', 'geonames_city': {'id': 2747891, 'city': 'Rotterdam', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Rotterdam', 'id': 2747890, 'ascii_name': 'Gemeente Rotterdam', 'code': 'NL.11.0599'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Groot-Rijnmond', 'code': 'NL339'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,058wnr349
233,HumanTotalCare (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 51.4571722, 'lng': 5.451035, 'state': None, 'state_code': None, 'city': 'Eindhoven', 'geonames_city': {'id': 2756253, 'city': 'Eindhoven', 'geonames_admin1': {'name': 'North Brabant', 'id': 2749990, 'ascii_name': 'North Brabant', 'code': 'NL.06'}, 'geonames_admin2': {'name': 'Gemeente Eindhoven', 'id': 2756252, 'ascii_name': 'Gemeente Eindhoven', 'code': 'NL.06.0772'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'ZUID-NEDERLAND', 'code': 'NL4'}, 'nuts_level2': {'name': 'Noord-Brabant', 'code': 'NL41'}, 'nuts_level3': {'name': 'Zuidoost-Noord-Brabant', 'code': 'NL414'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,00afzcs08
234,Janusz Korczak Stichting,['Nonprofit'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.3546481, 'lng': 4.898623, 'state': None, 'state_code': None, 'city': 'Amsterdam', 'geonames_city': {'id': 2759794, 'city': 'Amsterdam', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Amsterdam', 'id': 2759793, 'ascii_name': 'Gemeente Amsterdam', 'code': 'NL.07.0363'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Groot-Amsterdam', 'code': 'NL326'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,007rj1t21
235,MicroPort Orthopedics (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.309664, 'lng': 4.946582, 'state': None, 'state_code': None, 'city': 'Amsterdam-Zuidoost', 'geonames_city': {'id': 6544881, 'city': 'Amsterdam-Zuidoost', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Amsterdam', 'id': 2759793, 'ascii_name': 'Gemeente Amsterdam', 'code': 'NL.07.0363'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Groot-Amsterdam', 'code': 'NL326'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,0007f0665
236,SOMT University of Physiotherapy,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Stichting Opleidingen Musculoskeletale Therapie'],"[{'lat': 52.172781, 'lng': 5.411814, 'state': None, 'state_code': None, 'city': 'Amersfoort', 'geonames_city': {'id': 2759821, 'city': 'Amersfoort', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Amersfoort', 'id': 2759820, 'ascii_name': 'Gemeente Amersfoort', 'code': 'NL.09.0307'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04chwzs27
237,Amsterdam Institute for International Development,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.297893, 'lng': 4.954421, 'state': None, 'state_code': None, 'city': 'Amsterdam', 'geonames_city': {'id': 2759794, 'city': 'Amsterdam', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Amsterdam', 'id': 2759793, 'ascii_name': 'Gemeente Amsterdam', 'code': 'NL.07.0363'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Groot-Amsterdam', 'code': 'NL326'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,030f3bz67
238,Eska (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 53.167182, 'lng': 6.804794, 'state': None, 'state_code': None, 'city': 'Sappemeer', 'geonames_city': {'id': 2747758, 'city': 'Sappemeer', 'geonames_admin1': {'name': 'Groningen', 'id': 2755249, 'ascii_name': 'Groningen', 'code': 'NL.04'}, 'geonames_admin2': {'name': 'Midden-Groningen', 'id': 12022125, 'ascii_name': 'Midden-Groningen', 'code': 'NL.04.1952'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'NOORD-NEDERLAND', 'code': 'NL1'}, 'nuts_level2': {'name': 'Groningen', 'code': 'NL11'}, 'nuts_level3': {'name': 'Overig Groningen', 'code': 'NL113'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,02hf3eh91
239,Bioseutica (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.357191, 'lng': 5.499079, 'state': None, 'state_code': None, 'city': 'Zeewolde', 'geonames_city': {'id': 2743997, 'city': 'Zeewolde', 'geonames_admin1': {'name': 'Flevoland', 'id': 3319179, 'ascii_name': 'Flevoland', 'code': 'NL.16'}, 'geonames_admin2': {'name': 'Gemeente Zeewolde', 'id': 2743996, 'ascii_name': 'Gemeente Zeewolde', 'code': 'NL.16.0050'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Flevoland', 'code': 'NL23'}, 'nuts_level3': {'name': 'Flevoland', 'code': 'NL230'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,02e58j402
240,Royal Conservatory of The Hague,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Royal Conservatoire'],"[{'lat': 52.081173, 'lng': 4.331606, 'state': None, 'state_code': None, 'city': 'The Hague', 'geonames_city': {'id': 2747373, 'city': 'The Hague', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Den Haag', 'id': 2747372, 'ascii_name': 'Gemeente Den Haag', 'code': 'NL.11.0518'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01mwwwn80
241,Electric Ant Lab (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.356904, 'lng': 4.955647, 'state': None, 'state_code': None, 'city': 'Amsterdam', 'geonames_city': {'id': 2759794, 'city': 'Amsterdam', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Amsterdam', 'id': 2759793, 'ascii_name': 'Gemeente Amsterdam', 'code': 'NL.07.0363'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Groot-Amsterdam', 'code': 'NL326'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01xfv7487
242,University Medical Center Groningen,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Groningen University Hospital'],"[{'lat': 53.222794, 'lng': 6.574039, 'state': 'Groningen', 'state_code': 'NL-GR', 'city': 'Groningen', 'geonames_city': {'id': 2755251, 'city': 'Groningen', 'geonames_admin1': {'name': 'Groningen', 'id': 2755249, 'ascii_name': 'Groningen', 'code': 'NL.04'}, 'geonames_admin2': {'name': 'Gemeente Groningen', 'id': 2755250, 'ascii_name': 'Gemeente Groningen', 'code': 'NL.04.0014'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'NOORD-NEDERLAND', 'code': 'NL1'}, 'nuts_level2': {'name': 'Groningen', 'code': 'NL11'}, 'nuts_level3': {'name': 'Overig Groningen', 'code': 'NL113'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,03cv38k47
243,Netherlands Organisation for Applied Scientific Research,['Nonprofit'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.082472, 'lng': 4.325818, 'state': None, 'state_code': None, 'city': 'Delft', 'geonames_city': {'id': 2757345, 'city': 'Delft', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Delft', 'id': 2757344, 'ascii_name': 'Gemeente Delft', 'code': 'NL.11.0503'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01bnjb948
244,Leiden University,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Rijksuniversiteit Leiden'],"[{'lat': 52.156687, 'lng': 4.485037, 'state': None, 'state_code': None, 'city': 'Leiden', 'geonames_city': {'id': 2751773, 'city': 'Leiden', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Leiden', 'id': 2751772, 'ascii_name': 'Gemeente Leiden', 'code': 'NL.11.0546'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Agglomeratie Leiden en Bollenstreek', 'code': 'NL337'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,027bh9e22
245,Delft University of Technology,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['TU Delft'],"[{'lat': 52.002794, 'lng': 4.370898, 'state': 'Zuid-Holland', 'state_code': 'NL-ZH', 'city': 'Delft', 'geonames_city': {'id': 2757345, 'city': 'Delft', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Delft', 'id': 2757344, 'ascii_name': 'Gemeente Delft', 'code': 'NL.11.0503'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,02e2c7k09
246,Erasmus MC,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Erasmus University Medical Center'],"[{'lat': 51.91, 'lng': 4.4675, 'state': 'Zuid-Holland', 'state_code': 'NL-ZH', 'city': 'Rotterdam', 'geonames_city': {'id': 2747891, 'city': 'Rotterdam', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Rotterdam', 'id': 2747890, 'ascii_name': 'Gemeente Rotterdam', 'code': 'NL.11.0599'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Groot-Rijnmond', 'code': 'NL339'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,018906e22
247,Eindhoven University of Technology,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Technische Hogeschool Eindhoven'],"[{'lat': 51.44861, 'lng': 5.49071, 'state': 'Noord-Brabant', 'state_code': 'NL-NB', 'city': 'Eindhoven', 'geonames_city': {'id': 2756253, 'city': 'Eindhoven', 'geonames_admin1': {'name': 'North Brabant', 'id': 2749990, 'ascii_name': 'North Brabant', 'code': 'NL.06'}, 'geonames_admin2': {'name': 'Gemeente Eindhoven', 'id': 2756252, 'ascii_name': 'Gemeente Eindhoven', 'code': 'NL.06.0772'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'ZUID-NEDERLAND', 'code': 'NL4'}, 'nuts_level2': {'name': 'Noord-Brabant', 'code': 'NL41'}, 'nuts_level3': {'name': 'Zuidoost-Noord-Brabant', 'code': 'NL414'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,02c2kyt77
248,Royal Netherlands Meteorological Institute,['Government'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.103695, 'lng': 5.176281, 'state': None, 'state_code': None, 'city': 'De Bilt', 'geonames_city': {'id': 2757783, 'city': 'De Bilt', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente De Bilt', 'id': 2757782, 'ascii_name': 'Gemeente De Bilt', 'code': 'NL.09.0310'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,05dfgh554
249,Radboud University Nijmegen Medical Centre,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 51.823056, 'lng': 5.8625, 'state': 'Gelderland', 'state_code': 'NL-GE', 'city': 'Nijmegen', 'geonames_city': {'id': 2750053, 'city': 'Nijmegen', 'geonames_admin1': {'name': 'Gelderland', 'id': 2755634, 'ascii_name': 'Gelderland', 'code': 'NL.03'}, 'geonames_admin2': {'name': 'Gemeente Nijmegen', 'id': 2750052, 'ascii_name': 'Gemeente Nijmegen', 'code': 'NL.03.0268'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Gelderland', 'code': 'NL22'}, 'nuts_level3': {'name': 'Arnhem/Nijmegen', 'code': 'NL226'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,05wg1m734
